id_fijo,nombre,orden,url,id_modal,zona,accesible,linea,tabla_origen,zona_actualizada,correspondencias
613,O’Donnell,13,https://www.metromadrid.es/es/linea/linea-6#estacion-613,564.0,A,,6,linea_6,,[]
202,Manuel Becerra,14,https://www.metromadrid.es/es/linea/linea-6#estacion-202,545.0,A,,6,linea_6,,"[""2""]"
410,Diego de León,15,https://www.metromadrid.es/es/linea/linea-6#estacion-410,479.0,A,,6,linea_6,,"[""4"", ""5""]"
411,Avenida de América,16,https://www.metromadrid.es/es/linea/linea-6#estacion-411,433.0,A,,6,linea_6,,"[""4"", ""7"", ""9""]"
617,República Argentina,17,https://www.metromadrid.es/es/linea/linea-6#estacion-617,602.0,A,,6,linea_6,,[]
618,Nuevos Ministerios,18,https://www.metromadrid.es/es/linea/linea-6#estacion-618,562.0,A,,6,linea_6,,"[""10"", ""8""]"
106,Cuatro Caminos,19,https://www.metromadrid.es/es/linea/linea-6#estacion-106,475.0,A,,6,linea_6,,"[""1"", ""2""]"
620,Guzmán el Bueno,20,https://www.metromadrid.es/es/linea/linea-6#estacion-620,503.0,A,,6,linea_6,,"[""7""]"
621,Vicente Aleixandre,21,https://www.metromadrid.es/es/linea/linea-6#estacion-621,554.0,A,,6,linea_6,,[]
622,Ciudad Universitaria,22,https://www.metromadrid.es/es/linea/linea-6#estacion-622,465.0,A,,6,linea_6,,[]
311,Moncloa,23,https://www.metromadrid.es/es/linea/linea-6#estacion-311,557.0,A,,6,linea_6,,"[""3""]"
310,Argüelles,24,https://www.metromadrid.es/es/linea/linea-6#estacion-310,425.0,A,,6,linea_6,,"[""3"", ""4""]"
625,Príncipe Pío,25,https://www.metromadrid.es/es/linea/linea-6#estacion-625,592.0,A,,6,linea_6,,"[""10"", ""Ramal""]"
623,Puerta del Ángel,26,https://www.metromadrid.es/es/linea/linea-6#estacion-623,,A,,6,linea_6,,[]
626,Alto de Extremadura,27,https://www.metromadrid.es/es/linea/linea-6#estacion-626,,A,,6,linea_6,,[]
628,Lucero,28,https://www.metromadrid.es/es/linea/linea-6#estacion-628,,A,,6,linea_6,,[]
760,Hospital del Henares,1,https://www.metromadrid.es/es/linea/linea-7#estacion-760,,A,,7,linea_7,,[]
759,Henares,2,https://www.metromadrid.es/es/linea/linea-7#estacion-759,,A,,7,linea_7,,[]
758,Jarama,3,https://www.metromadrid.es/es/linea/linea-7#estacion-758,,A,,7,linea_7,,[]
757,San Fernando,4,https://www.metromadrid.es/es/linea/linea-7#estacion-757,,A,,7,linea_7,,[]
