id_estacion,linea,nombre_estacion,vestibulo,nombre_acceso,direccion
417,4,Canillas,Canillas,"Avenida Machupichu, impares","Avda. Machupichu, s/n"
417,4,Canillas,Canillas,Ramón Power,Ramón Power (Esq. Machupichu)
417,4,Canillas,Canillas,Montalbos,C. Canillas (Esq. Machupichu)
417,4,Canillas,Canillas,Ascensor,"Avda. Machupichu, impares"
418,4,Mar de Cristal,Mar de Cristal,Mar Adriático,Mar Adriático (Esq. Ayacucho)
418,4,Mar de Cristal,Mar de Cristal,Ascensor,Emigrantes (Esq. Arequipa)
418,4,Mar de Cristal,Mar de Cristal,Gta. Mar de Cristal,Centro Comercial
418,4,Mar de Cristal,Mar de Cristal,Arequipa,Emigrantes (Esq. Arequipa)
419,4,San Lorenzo,San Lorenzo,Ascensor,"Frente Avda. Baranquilla, 9"
419,4,San Lorenzo,San Lorenzo,"Avenida Barranquilla, pares","Esq. Baraona, 2"
419,4,San Lorenzo,San Lorenzo,"Avenida Barranquilla, impares","Esq. Avda. Barranquilla, 11"
420,4,Parque de Santa María,Parque de Santa María,Ascensor,Santa Virgilia s/n
420,4,Parque de Santa María,Parque de Santa María,Santa Virgilia,"Santa Virgilia, 1"
420,4,Parque de Santa María,Parque de Santa María,Los Arcos,"Los Arcos, 3"
421,4,Hortaleza,Hortaleza,Capitán Cortés,"C/ Manuel Chaves Nogales, 4"
421,4,Hortaleza,Hortaleza,Costa del Sol,"C/ Costa del Sol s/n, junto al 20 D, (esta a nivel de calle)"
422,4,Manoteras,Manoteras,Ascensor,C/ Vélez Rubio esquina C/ Bacares 11
422,4,Manoteras,Manoteras,Vélez Rubio,C/ Vélez Rubio esquina C/ Bacares 11
153,4,Pinar de Chamartín,Pinar de Chamartín,Ascensor,"C/ Arturo Soria, 330"
153,4,Pinar de Chamartín,Pinar de Chamartín,Arturo Soria,"C/ Arturo Soria, 330"
552,5,Alameda de Osuna,Alameda de Osuna,Ascensor,"C/ de la Corbeta,14 (esquina calle de La Rioja)"
552,5,Alameda de Osuna,Alameda de Osuna,Corbeta,"C/ de la Corbeta,14 (esquina calle de La Rioja)"
551,5,El Capricho,Pinos de Osuna,Pinos de Osuna,"C/ de los Pinos de Osuna, 15"
551,5,El Capricho,Velero,Velero,"C/ del Velero, 15"
551,5,El Capricho,Velero,Ascensor,"C/ del Velero, 15"
501,5,Canillejas,Canillejas,"Alcalá, pares","Alcalá, 640 (semiesq. Cartago, 1)"
501,5,Canillejas,Josefa Valcárcel,Alcalá/Josefa Valcárcel,"C/ Alcalá, frente al 636"
502,5,Torre Arias,Torre Arias,"Alcalá, pares","Alcalá, 550 (Esq. Cº Vicálvaro)"
502,5,Torre Arias,Torre Arias,"Alcalá, impares","Alcalá, impares"
503,5,Suanzes,Suanzes,"Alcalá, pares","Semiesquina Ruf. Gonz., 5"
503,5,Suanzes,Suanzes,"Alcalá, impares","Alcalá, 527"
504,5,Ciudad Lineal,Albarracín,Albarracín,"Alcalá, 434 (Próx. Albarracín)"
504,5,Ciudad Lineal,Arturo Soria,Misterios,"Alcalá, 413 (Esq. Arturo Soria)"
504,5,Ciudad Lineal,Arturo Soria,Arturo Soria,"Arturo Soria, 2 (Esq. Alcalá)"
504,5,Ciudad Lineal,Arturo Soria,Hnos. García Noblejas,"Hermanos García Noblejas, 2"
505,5,Pueblo Nuevo,Emilio Ferrari,Hermanos de Pablo,"Alcalá, 373 (próx. Hnos. de Pablo)"
505,5,Pueblo Nuevo,Emilio Ferrari,Ascensor,"Alcalá, 366"
505,5,Pueblo Nuevo,Emilio Ferrari,Emilio Ferrari,"Alcalá, 364"
505,5,Pueblo Nuevo,Vicente Espinel,Doctor Vallejo (Pileo-Dr. Vallejo),"Alcalá, 387"
505,5,Pueblo Nuevo,Vicente Espinel,Vicente Espinel,"Alcalá, 380 (Campuzano-V. Espinel)"
505,5,Pueblo Nuevo,Vicente Espinel,Campuzano,"Alcalá, 378 (Campuzano-V. Espinel)"
506,5,Quintana,Hermanos Machado,Argentina,"Alcalá, 333 (Esq. Argentina)"
506,5,Quintana,Hermanos Machado,Hermanos Machado,"Alcalá, 306 (Esq. Hnos. Machado)"
506,5,Quintana,Virgen del Sagrario,Virgen del Sagrario,"Virgen del Sagrario, 1 (Esq. Alcalá)"
506,5,Quintana,Virgen del Sagrario,Ezequiel Solana,"Alcalá, 328 (Esq. Ezequiel-Solana)"
507,5,El Carmen,Alcalde López Casero,Alcalde López Casero,"Alcalde López Casero, 2 (Semiesq. Alcalá)"
507,5,El Carmen,Alcalde López Casero,José Villena,"Alcalá, 258 (Esq. J. Villena)"
507,5,El Carmen,Hermanos Fernández Lanseros,Raquel Meller,"Alcalá, 259 (Raquel Meller)"
507,5,El Carmen,Hermanos Fernández Lanseros,José Mª Fernández Lanseros,"Altura de Alcalá, 234 (Esq. Fdez. Lanseros)"
201,5,Ventas,Ventas,Plaza de Toros,"Alcalá, 233 (Frente a Pza. de Toros)"
201,5,Ventas,Ventas,Plaza de Toros,"Alcalá, 233 (Frente a Pza. de Toros)"
410,5,Diego de León,Alcántara,Alcántara (Línea 5),"Francisco Silvela, 47 (esq. Alcántara)"
410,5,Diego de León,Alcántara,"Francisco Silvela, pares","Francisco Silvela, 34 (esquina Azcona)"
410,5,Diego de León,Alcántara,"Francisco Silvela, pares (Línea 5)","Francisco Silvela, 40 (esquina Eraso)"
410,5,Diego de León,Diego de León,"Francisco Silvela, impares","Francisco Silvela, 61 (rampa esquina Diego de León)"
410,5,Diego de León,Diego de León,"Francisco Silvela, pares (línea 4)","Francisco Silvela, 54 (rampa)"
410,5,Diego de León,Diego de León,Diego de León (línea 4),"Diego de León, 69"
410,5,Diego de León,Diego de León,"Francisco Silvela, pares","Francisco Silvela, 56"
410,5,Diego de León,Juan Bravo,Juan Bravo/Alcántara,"Juan Bravo bulevar, altura 69"
410,5,Diego de León,Juan Bravo,Juan Bravo-Conde Peñalver,"Juan Bravo bulevar, altura 52-55"
510,5,Núñez de Balboa,Juan Bravo,Velázquez,"Velázquez, 92 (Esq. Juan Bravo, 11)"
510,5,Núñez de Balboa,Juan Bravo,Núñez de Balboa,"Núñez de Balboa, 85 (Esq. Juan Bravo, 13)"
510,5,Núñez de Balboa,Marqués de Salamanca,Pza. Marqués de Salamanca,"Pza. Marqués de Salamanca, 10"
511,5,Rubén Darío,Castellana,Castellana,"Pº de la Castellana, 39 (Esq. Eduardo Dato)"
511,5,Rubén Darío,Rubén Darío,Almagro,"Rubén Darío, 2 (E. Dato-Almagro)"
511,5,Rubén Darío,Rubén Darío,Miguel Ángel,"Rubén Darío, 3 ( E. Dato-Miguel Angel)"
404,5,Alonso Martínez,Hermanos Álvarez Quintero,Hermanos Álvarez Quintero,"Sagasta, 30 (Esq. Álvarez Quintero)"
404,5,Alonso Martínez,Santa Bárbara,Santa Bárbara,"Pza. Santa Bárbara, 5"
404,5,Alonso Martínez,Santa Bárbara,Santa Engracia,"Pza. Alonso Martínez, 4 (Sta. Engracia, 4 - Almagro)"
404,5,Alonso Martínez,Santa Bárbara,"Génova, pares","Génova, 2 (Esq. Pza. A. Martínez)"
513,5,Chueca,Chueca,Plaza de Chueca,"Plaza de Chueca, 4"
111,5,Gran Vía,Antonio Palacios,Fuencarral,"Gran Vía, 28"
111,5,Gran Vía,Antonio Palacios,Montera-Ascensor,"Montera, 47"
111,5,Gran Vía,Antonio Palacios,Montera,"Montera, 48"
111,5,Gran Vía,Antonio Palacios,Gran Vía,"Gran Vía, 25"
111,5,Gran Vía,Renfe,Calle -Nivel -4,Escaleras nivel -4
111,5,Gran Vía,Renfe,Montera-Ascensor nivel - 4,"Montera, 47"
111,5,Gran Vía,Renfe,Cercanías,Límite Metro/Renfe en nivel - 4
307,5,Callao,Callao,Centro Comercial,En pasillo del acceso Cine Avenida
307,5,Callao,Callao,Ascensor,"Plaza de Callao, 1"
307,5,Callao,Callao,Plaza de Callao,"Plaza de Callao, 1"
307,5,Callao,Callao,Palacio de la Prensa,"Gran Vía, 46"
307,5,Callao,Callao,Gran Vía,"Gran Vía, 39"
307,5,Callao,Jacometrezo,Jacometrezo,"C/ Jacometrezo, 1"
307,5,Callao,Jacometrezo,Ascensor,"C/ Jacometrezo, impares"
216,5,Ópera,Plaza de Isabel II,Campomanes,"Plaza de Isabel II, 5"
216,5,Ópera,Plaza de Isabel II,Arenal,"Plaza de Isabel II, 1 (Esq. Arenal)"
216,5,Ópera,Plaza de Isabel II,Ascensor,"Plaza de Isabel II, 8"
517,5,La Latina,La Latina,San Francisco,"Toledo, 56"
517,5,La Latina,La Latina,San Millán,"Toledo, 65 (S. Millan-Maldonadas)"
517,5,La Latina,La Latina,Toledo,"Toledo, 52"
518,5,Puerta de Toledo,Puerta de Toledo,Puerta de Toledo,"Ronda de Toledo, 1 (Esq. Gta. Pza. Toledo)"
519,5,Acacias,Acacias,Pº de la Esperanza,"Pº de la Esperanza, 2 (Esq. Pº Acacias)"
520,5,Pirámides,Pirámides,"Pº de las Acacias, pares","Pº de las Acacias, 50"
520,5,Pirámides,Pirámides,"Pº de las Acacias, impares","Pº de las Acacias, 65"
520,5,Pirámides,Renfe,Ascensor exterior Renfe,Plaza Ortega y Munilla
520,5,Pirámides,Renfe,Renfe,Nivel -1 dentro del vestibulo Renfe
521,5,Marqués de Vadillo,Marqués de Vadillo,Antonio Leyva,"Gta. Marqués de Vadillo, 1 (Esq. Gnral. Ricardos)"
521,5,Marqués de Vadillo,Marqués de Vadillo,Avda. Emperatriz Isabel,"Gta. Marqués de Vadillo, 6"
522,5,Urgel,Leganés,Peñafiel,"General Ricardos, 80 (Esq. Peñaafiel)"
522,5,Urgel,Leganés,Camino Viejo de Leganés,"Camino Viejo de Leganés, 1 (Esq. Gnral. Ricardos)"
522,5,Urgel,Toboso,San Patricio,"General Ricardos, 85"
522,5,Urgel,Toboso,Toboso,"General Ricardos, 98 (Próx. Toboso)"
523,5,Oporto,General Ricardos,"General Ricardos, pares","General Ricardos, 148"
523,5,Oporto,General Ricardos,"General Ricardos, impares","General Ricardos, 143"
523,5,Oporto,Valle de Oro,Oca,"General Ricardos, 164 (Esq. Oca)"
523,5,Oporto,Valle de Oro,Valle de Oro,"Gta. Valle de Oro, 2"
524,5,Vista Alegre,Oca,Oca,"Oca, 43 (Esq. Eduardo Morales)"
524,5,Vista Alegre,Pinzón,Pinzón,"Oca, 69 (Próx. Pinzón)"
525,5,Carabanchel,Carabanchel,Glorieta del Ejército,"Gta. del Ejército, s/n (esq. Paseo Muñoz Grandes)"
526,5,Eugenia de Montijo,Eugenia de Montijo,Ntra. Sra. de la Luz,"Ocaña, 70"
527,5,Aluche,Avenida de los Poblados,Maqueda,Maqueda
527,5,Aluche,Avenida de los Poblados,Terminal Autobuses,Terminal autobuses cerca Maqueda
527,5,Aluche,Avenida de los Poblados,Avenida de los Poblados,"Avda. de los Poblados s/n, cerca autobuses"
527,5,Aluche,Avenida de los Poblados,Terminal Autobuses,Terminal autobuses cerca Poblados
527,5,Aluche,Renfe,Avenida de los Poblados,Avda. de los Poblados s/n (cerca Renfe)
527,5,Aluche,Renfe,Maqueda,Maqueda
527,5,Aluche,Renfe,Renfe,"Nivel 0, limite Metro/RENFE a la altura de la puerta cancela"
528,5,Empalme,Empalme,"Padre Piquer, bis","Tembleque, 119"
528,5,Empalme,Empalme,Padre Piquer,"Tembleque, 119"
529,5,Campamento,Campamento,"Padre Piquer, pares","Padre Piquer, 8"
529,5,Campamento,Campamento,"Padre Piquer, impares","Padre Piquer, 5"
530,5,Casa de Campo,Casa de Campo,Ascensor,Camino de Campamento s/n (esq. Paseo de la Puerta del Batán)
530,5,Casa de Campo,Casa de Campo,Camino de Campamento s/n,Camino de Campamento s/n (esq. Paseo de la Puerta del Batán)
601,6,Laguna,Laguna,Ascensor 2,c/ Cuart de Poblet esquina c/ Alhambra 56
601,6,Laguna,Laguna,"Alhambra, impares","Alhambra, impares"
601,6,Laguna,Laguna,Correspondencia RENFE,Altura cancela RENFE
601,6,Laguna,Laguna,"Alhambra, pares",c/ Cuart de Poblet esquina c/ Alhambra 56
601,6,Laguna,Laguna,Ascensor 1,c/ Cuart de Poblet esquina c/ Alhambra 56
601,6,Laguna,Laguna,Ascensor 3,c/ Cuart de Poblet esquina c/ Alhambra 56
602,6,Carpetana,Carpetana,Ascensor,"Vía carpetana, 141 semiesquina Avenida Nuestra Señora de Valvanera, 121"
602,6,Carpetana,Carpetana,Vía Carpetana,"Vía Carpetana, 328 (semiesq. N. S. Valvanera)"
602,6,Carpetana,Nuestra Señora de Valvanera,Nuestra Señora de Valvanera,Vía Carpetana s/n frente al nº 137
602,6,Carpetana,Nuestra Señora de Valvanera,Ascensor,Vía Carpetana s/n frente al nº 139
523,6,Oporto,General Ricardos,"General Ricardos, pares","General Ricardos, 148"
523,6,Oporto,General Ricardos,"General Ricardos, impares","General Ricardos, 143"
523,6,Oporto,Valle de Oro,Oca,"General Ricardos, 164 (Esq. Oca)"
523,6,Oporto,Valle de Oro,Valle de Oro,"Gta. Valle de Oro, 2"
604,6,Opañel,Opañel,"Portalegre, impares","Portalegre, 73 (Semiesq. Oporto, 32)"
604,6,Opañel,Opañel,"Portalegre, pares","Portalegre, 98"
605,6,Plaza Elíptica,Marcelo Usera,"Marcelo Usera, pares","Marcelo Usera, 170"
605,6,Plaza Elíptica,Marcelo Usera,Marcelo Usera Ascensor,"Plaza Elíptica, esq. Marcelo Usera con Paseo de Santa María de la Cabeza"
605,6,Plaza Elíptica,Marcelo Usera,"Marcelo Usera, impares","Plaza Elíptica, 2 esq. Marcelo Usera"
605,6,Plaza Elíptica,Princesa Juana de Austria,Intercambiador,Avda. Princesa Juana de Austria
605,6,Plaza Elíptica,Vía Lusitana,Plaza Elíptica Ascensor. Acceso a línea 11,"Plaza Eliptica esq. Avda. Oporto, 2"
605,6,Plaza Elíptica,Vía Lusitana,Plaza Eíptica,"Plaza Elíptica esq. A. Leyva 88, 90, 92"
605,6,Plaza Elíptica,Vía Lusitana,"Avda. Oporto, pares","Avda. Oporto, 2"
606,6,Usera,Amparo Usera,Ascensor,"Amparo Usera, 46"
606,6,Usera,Amparo Usera,Amparo Usera,"Amparo Usera, 46"
606,6,Usera,Mirasierra,Mirasierra,"Mirasierra, 33 (esq. Carmen Bruguera)"
301,6,Legazpi,Beata María Ana de Jesús,Beata María Ana de Jesús,"Pº de las Delicias, 132"
301,6,Legazpi,Legazpi,Plaza de Legazpi (esquina Bolivar),"Plaza de Legazpi, 3"
301,6,Legazpi,Legazpi,Ascensor,"Plaza de Legazpi, 3"
301,6,Legazpi,Legazpi,Plaza de Legazpi,"Plaza de Legazpi, 1"
608,6,Arganzuela – Planetario,Arganzuela-Planetario,Bronce,"C/ Bronce, 1 A"
609,6,Méndez Álvaro,Méndez Álvaro,"Méndez Álvaro, impares","Méndez Álvaro, 73 (Semiesq. Pedro Bosch)"
609,6,Méndez Álvaro,Méndez Álvaro,"Méndez Álvaro, pares","Méndez Álvaro, 62"
609,6,Méndez Álvaro,Renfe,Intercambiador Autobuses,Limite del pasillo de acceso de la Estación Sur de autobuses
609,6,Méndez Álvaro,Renfe,Renfe,Nivel -2
118,6,Pacífico,Doctor Esquerdo,"Doctor Esquerdo, impares","Doctor Esquerdo, 219 (Semiesq. Avda. Ciudad de Barcelona)"
118,6,Pacífico,Doctor Esquerdo,"Doctor Esquerdo, pares","Doctor Esquerdo, 186 (Semiesq. Avda. Ciudad de Barcelona)"
118,6,Pacífico,Dr. Esquerdo - Línea 6 - Ascensor,Ascensor,"C/ Doctor Esquerdo, 219"
118,6,Pacífico,Sánchez Barcáiztegui,Sánchez Barcáiztegui,"Sánchez Barcáiztegui, 1"
611,6,Conde de Casal,Conde de Casal,Ascensor,"Pza. Conde de Casal, 2"
611,6,Conde de Casal,Conde de Casal,Conde de Casal,"Pza. Conde de Casal, 2 (Semiesq. Dr. Esquerdo)"
611,6,Conde de Casal,Conde de Casal,Doctor Esquerdo,"Doctor Esquerdo, 175 (Esq. Pza. C. Casal)"
611,6,Conde de Casal,Doctor Esquerdo,"Doctor Esquerdo, pares","Doctor Esquerdo, 116 (Semiesq. Ganivet)"
611,6,Conde de Casal,Doctor Esquerdo,"Doctor Esquerdo, impares","Doctor Esquerdo, 157 (Semiesq. Lira)"
612,6,Sainz de Baranda,Doctor Esquerdo / Ascensor,Ascensor 1,"C/ Dr. Esquerdo, 62 (frente a C/Doctor Esquerdo, 107)"
612,6,Sainz de Baranda,Doctor Esquerdo / Ascensor,Ascensor 2,"C/ Dr. Esquerdo, 62 (frente a C/Doctor Esquerdo, 107)"
612,6,Sainz de Baranda,Sainz de Baranda,Sainz de Baranda,"C/ Dr. Esquerdo, 62"
612,6,Sainz de Baranda,Sainz de Baranda,Doctor Esquerdo,"C/ Dr. Esquerdo, 62 (frente a C/Doctor Esquerdo, 107)"
612,6,Sainz de Baranda,Sainz de Baranda,Rafael Salazar Alonso,"C/ Dr. Esquerdo, 103"
612,6,Sainz de Baranda,Sainz de Baranda,"Moneda, impares","C/ Dr. Esquerdo, 107"
613,6,O’Donnell,O'Donnell,O'Donnell,"Dr. Esquerdo, 42 (Semiesq. O`Donnell)"
613,6,O’Donnell,O'Donnell,"J. Juan/Dr. Esquerdo, pares","Dr. Esquerdo, 34 (Esq. J. Juan)"
613,6,O’Donnell,O'Donnell,"J. Juan/Dr. Esquerdo, impares","Dr. Esquerdo, 49 (Esq. J. Juan)"
613,6,O’Donnell,O'Donnell,Casa de la Moneda,"Casa de la Moneda (Esq. Dr. Esquerdo, 38)"
202,6,Manuel Becerra,Manuel Becerra,Doctor Esquerdo,"Pza. Manuel Becerra, 20 (Alcalá/Dr. Esquerdo)"
202,6,Manuel Becerra,Manuel Becerra,D. Ramón de la Cruz,"Pza. Manuel Becerra, 4 (Fco. Silvela/R. Cruz)"
410,6,Diego de León,Alcántara,Alcántara (Línea 5),"Francisco Silvela, 47 (esq. Alcántara)"
410,6,Diego de León,Alcántara,"Francisco Silvela, pares","Francisco Silvela, 34 (esquina Azcona)"
410,6,Diego de León,Alcántara,"Francisco Silvela, pares (Línea 5)","Francisco Silvela, 40 (esquina Eraso)"
410,6,Diego de León,Diego de León,"Francisco Silvela, impares","Francisco Silvela, 61 (rampa esquina Diego de León)"
410,6,Diego de León,Diego de León,"Francisco Silvela, pares (línea 4)","Francisco Silvela, 54 (rampa)"
410,6,Diego de León,Diego de León,Diego de León (línea 4),"Diego de León, 69"
410,6,Diego de León,Diego de León,"Francisco Silvela, pares","Francisco Silvela, 56"
410,6,Diego de León,Juan Bravo,Juan Bravo/Alcántara,"Juan Bravo bulevar, altura 69"
410,6,Diego de León,Juan Bravo,Juan Bravo-Conde Peñalver,"Juan Bravo bulevar, altura 52-55"
411,6,Avenida de América,Avenida de América,Intercambiador,Avenida de América frente al nº 7
411,6,Avenida de América,Avenida de América,"Av. América, pares","Av. América, 4"
411,6,Avenida de América,Francisco Silvela,Pedro Valdivia,"Pedro Valdivia, 31 (Francisco Silvela - Príncipe de Vergara)"
617,6,República Argentina,República Argentina,República Argentina,"República Argentina, 8"
617,6,República Argentina,República Argentina,"Joaquín Costa, pares","Joaquín Costa, 26, rampa. (esq. Juan de la Cierva)"
617,6,República Argentina,República Argentina,"Joaquín Costa, impares","Joaquín Costa, 41 (esq. Rodriguez Marín)"
617,6,República Argentina,República Argentina,"Joaquín Costa, pares","Juan de la Cierva (esquina Joaquin Costa, pares)"
618,6,Nuevos Ministerios,Azca-Renfe,Azca-Cercanías-Ascensor 1,Entrada Corte Inglés
618,6,Nuevos Ministerios,Azca-Renfe,Centro Comercial,Entrada Corte Inglés
618,6,Nuevos Ministerios,Azca-Renfe,Azca-Cercanías-Ascensor 2,Entrada Corte Inglés
618,6,Nuevos Ministerios,Orense,Orense,"Orense, 2"
618,6,Nuevos Ministerios,Orense,Agustín de Bethancourt,"Agustín de Bethancourt, 25"
618,6,Nuevos Ministerios,Paseo de la Castellana,Renfe - Arcadas,"Nivel -1, limite entre Metro y los accesos de Renfe"
618,6,Nuevos Ministerios,Paseo de la Castellana,Renfe - Raimundo Fernández Villaverde,"Nivel -1, limite entre Metro y los accesos de Renfe"
618,6,Nuevos Ministerios,Paseo de la Castellana,Ascensor nº 5,"Pº de la Castellana, 67 en el bulevar"
618,6,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, impares (bulevar)","Pº de la Castellana, 67 en el bulevar"
618,6,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, pares","Pº de la Castellana,110. Esq. Joaquín Costa"
618,6,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, impares",Pº de la Castellana esq. Raimundo Fdez. Villaverde
618,6,Nuevos Ministerios,Paseo de la Castellana,Ascensor nº 6,"Pº de la Castellana, 100"
618,6,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, pares","Pº de la Castellana, 100"
618,6,Nuevos Ministerios,RENFE-Distribuidor,RENFE Cercanías,Nivel -2
106,6,Cuatro Caminos,Central,Ascensor exterior,Santa Engracia (semiesquina Bravo Murillo)
106,6,Cuatro Caminos,Central,"Reina Victoria, pares","Avda. Reina Victoria, 2"
106,6,Cuatro Caminos,Central,Bravo Murillo,"Bravo Murillo, 101 (esq. Gta. Cuatro Caminos)"
106,6,Cuatro Caminos,Central,Santa Engracia,"Santa Engracia, 168"
106,6,Cuatro Caminos,Central,"Reina Victoria, impares","Gta. Cuatro Caminos (esq. Reina Victoria, 1)"
106,6,Cuatro Caminos,Maudes,Maudes,"Maudes, 8"
620,6,Guzmán el Bueno,General Rodrigo,"Av. Reina Victoria, impares - Guzmán el Bueno",Reina Victoria s/n
620,6,Guzmán el Bueno,General Rodrigo,General Rodrigo,"Maestro Ángel Llorca, 17 (R. Victoria-Hacienda)"
620,6,Guzmán el Bueno,General Rodrigo,Ascensor,"Reina Victoria, s/n"
620,6,Guzmán el Bueno,Reina Victoria,"Reina Victoria, pares","Reina Victoria, 30"
620,6,Guzmán el Bueno,Reina Victoria,Los Vascos,"Reina Victoria, 32 (Esq. Los Vascos)"
621,6,Vicente Aleixandre,Vicente Aleixandre,Gregorio del Amo,"Gregorio del Amo, 8 (Col. M.S.J. Evangel.)"
621,6,Vicente Aleixandre,Vicente Aleixandre,Juan XXIII,"Avda. de Moncloa, 15"
622,6,Ciudad Universitaria,Ciudad Universitaria,Ascensor,"Avda. Complutense, pares"
622,6,Ciudad Universitaria,Ciudad Universitaria,Avda. Complutense,Pza. Ramón y Cajal (Frente E. I. Agrónomos)
622,6,Ciudad Universitaria,Ciudad Universitaria,Facultades,Pza. Ramón y Cajal (Frente E. Estomat.)
622,6,Ciudad Universitaria,Ciudad Universitaria,Aparcamiento,Aparcamiento bajo la Plaza de Ramón y Cajal
311,6,Moncloa,Arcipreste de Hita,Arcipreste de Hita,Arcipreste de Hita 1 y 3
311,6,Moncloa,Arcipreste de Hita,Intercambiador E. del Aire,Intercambiador E. del Aire
311,6,Moncloa,Cuartel General del Ejercito del Aire,Intercambiador,En vestibulo mixto Metro-Intercambiador (nivel-2) a la altura puerta corredera intercambiador
311,6,Moncloa,Cuartel General del Ejercito del Aire,Princesa,"Altura Princesa, 96 (Junta municipal)"
310,6,Argüelles,Alberto Aguilera,Princesa,"Princesa, 56 (Esq. A. Aguilera)"
310,6,Argüelles,Alberto Aguilera,Ascensor,"Alberto Aguilera, pares"
310,6,Argüelles,Alberto Aguilera,Alberto Aguilera,"Alberto Aguilera, 70 (Esq. Gaztambide)"
310,6,Argüelles,Altamirano,Altamirano (Esq. Altamirano),"Princesa, 65"
310,6,Argüelles,Guzmán el Bueno,Guzmán el Bueno - Ascensor,"C/ Alberto Aguilera, 62"
310,6,Argüelles,Guzmán el Bueno,Guzmán el Bueno,"Alberto Aguilera, 62 (A. Mellado - G. Bueno)"
625,6,Príncipe Pío,Paseo de la Florida,Renfe,Puertas mamparas en nivel -1 a la izda de los torniquetes
625,6,Príncipe Pío,Paseo de la Florida,Ascensor,"Pº de la Florida, 2"
625,6,Príncipe Pío,Paseo de la Florida,Intercambiador,"Pº de la Florida, 2"
625,6,Príncipe Pío,Renfe,Renfe,Limites Metro/Renfe en el vestibulo mixto
623,6,Puerta del Ángel,Puerta del Ángel,Caramuel,"Caramuel, 1"
623,6,Puerta del Ángel,Puerta del Ángel,Plaza Santa Cristina,"Pza. Santa Cristina, 2"
626,6,Alto de Extremadura,Alto de Extremadura,Pza. Alto de Extremadura,"Pº Extremadura, 156"
626,6,Alto de Extremadura,Alto de Extremadura,Francisco Brizuela,"Pº Extremadura, 147"
628,6,Lucero,Lucero,Cebreros,"Cebreros, impares (Esq. Higueras, pares)"
628,6,Lucero,Lucero,Higueras,"Higueras, 49 (Esq. Cebreros)"
628,6,Lucero,Lucero,Ascensor,"Cebreros, impares (Esq. Higueras, impares)"
760,7,Hospital del Henares,Hospital del Henares,Hospital del Henares,"Camino Labor, s/n (frente al hospital) COSLADA"
760,7,Hospital del Henares,Hospital del Henares,Ascensor,"Camino Labor, s/n (frente al hospital) COSLADA"
759,7,Henares,Henares,Ascensor,"Avda. Algorta, 12 SAN FERNANDO DE HENARES"
759,7,Henares,Henares,Algorta,"Avda. Algorta, 12 SAN FERNANDO DE HENARES"
758,7,Jarama,Jarama,Plaza Guernica,"Plaza Guernica, esquina Avda. San Sebastián SAN FERNANDO DE HENARES"
758,7,Jarama,Jarama,Ascensor,"Plaza Guernica, esquina Avda. San Sebastián SAN FERNANDO DE HENARES"
757,7,San Fernando,San Fernando,Ascensor,"Plaza Echebeste s/n frente a C/ Gonzalo de Córdoba, 33 SAN FERNANDO DE HENARES"
757,7,San Fernando,San Fernando,Gonzalo de Córdoba,"Plaza Echebeste s/n frente a C/ Gonzalo de Córdoba, 33 SAN FERNANDO DE HENARES"
756,7,La Rambla,La Rambla,Ascensor,C/ Honduras s/n semiesquina a C/ Méjico COSLADA
756,7,La Rambla,La Rambla,Honduras,C/ Honduras s/n semiesquina a C/ Méjico COSLADA
755,7,Coslada Central,Coslada Central,Renfe,Correspondencia con Renfe COSLADA
755,7,Coslada Central,Coslada Central,Doctor Fleming,C/ Doctor Fleming s/n en el parque Doctor Fleming COSLADA
755,7,Coslada Central,Coslada Central,Ascensor,C/ Doctor Fleming s/n en el parque Doctor Fleming COSLADA
754,7,Barrio del Puerto,Barrio del Puerto,Avda. España,Avda. España s/n junto al parque Avenida España COSLADA
754,7,Barrio del Puerto,Barrio del Puerto,Ascensor,Avda. España s/n junto al parque Avenida España COSLADA
751,7,Estadio Metropolitano,Correspondencia Línea 7/Línea 7B,Correspondencia Línea 7/Línea 7B,Nivel -1 Correspondencia Línea 7/Línea 7B
751,7,Estadio Metropolitano,Estadio Metropolitano,Ascensor,C/ Estocolmo s/n semiesquina C/ Sofía
751,7,Estadio Metropolitano,Estadio Metropolitano,Estocolmo,C/ Estocolmo s/n semiesquina C/ Sofía
751,7,Estadio Metropolitano,Estadio Metropolitano,Estadio Metropolitano,Avda. Arcentales s/n
701,7,Las Musas,Las Musas,"Av. Niza, impares","Avda. de Niza, s/n (esq. Trav. de Ronda)"
701,7,Las Musas,Las Musas,"Av. Niza, pares","Avenida de Niza, s/n (esq. Travesía de Ronda)"
702,7,San Blas,San Blas,"Pobladura del Valle, impares","Pobladura del Valle, s/n"
702,7,San Blas,San Blas,"Pobladura del Valle, pares","C. Pobladura del Valle, s/n (frente a C. Vidriería)"
703,7,Simancas,Amposta,Amposta,"Alberique, 4 (semesq. Amposta)"
703,7,Simancas,Castillo de Uclés,Zaratán,Zaratan (semiesq. M. Altas Torres)
703,7,Simancas,Castillo de Uclés,Castillo de Uclés,Castillo de Uclés (esquina M. Altas Torres)
