id_estacion,linea,nombre_estacion,id_modal,url,zona,accesible
806,8,Aeropuerto T1-T2-T3,405.0,https://www.metromadrid.es/es/linea/linea-8#estacion-806,A,False
807,8,Barajas,440.0,https://www.metromadrid.es/es/linea/linea-8#estacion-807,A,False
808,8,Aeropuerto T4,406.0,https://www.metromadrid.es/es/linea/linea-8#estacion-808 ,A,False
952,9,Paco de Lucía,569.0,https://www.metromadrid.es/es/linea/linea-9#estacion-952,A,False
951,9,Mirasierra,556.0,https://www.metromadrid.es/es/linea/linea-9#estacion-951,A,False
901,9,Herrera Oria,505.0,https://www.metromadrid.es/es/linea/linea-9#estacion-901,A,False
902,9,Barrio del Pilar,442.0,https://www.metromadrid.es/es/linea/linea-9#estacion-902,A,False
903,9,Ventilla,643.0,https://www.metromadrid.es/es/linea/linea-9#estacion-903,A,False
101,9,Plaza de Castilla,586.0,https://www.metromadrid.es/es/linea/linea-9#estacion-101,A,False
905,9,Duque de Pastrana,480.0,https://www.metromadrid.es/es/linea/linea-9#estacion-905,A,False
906,9,Pío XII,583.0,https://www.metromadrid.es/es/linea/linea-9#estacion-906,A,False
802,9,Colombia,466.0,https://www.metromadrid.es/es/linea/linea-9#estacion-802,A,False
908,9,Concha Espina,469.0,https://www.metromadrid.es/es/linea/linea-9#estacion-908,A,False
909,9,Cruz del Rayo,474.0,https://www.metromadrid.es/es/linea/linea-9#estacion-909,A,False
411,9,Avenida de América,433.0,https://www.metromadrid.es/es/linea/linea-9#estacion-411,A,False
510,9,Núñez de Balboa,563.0,https://www.metromadrid.es/es/linea/linea-9#estacion-510,A,False
204,9,Príncipe de Vergara,591.0,https://www.metromadrid.es/es/linea/linea-9#estacion-204,A,False
913,9,Ibiza,513.0,https://www.metromadrid.es/es/linea/linea-9#estacion-913,A,False
612,9,Sainz de Baranda,611.0,https://www.metromadrid.es/es/linea/linea-9#estacion-612,A,False
915,9,Estrella,491.0,https://www.metromadrid.es/es/linea/linea-9#estacion-915,A,False
916,9,Vinateros,649.0,https://www.metromadrid.es/es/linea/linea-9#estacion-916,A,False
917,9,Artilleros,428.0,https://www.metromadrid.es/es/linea/linea-9#estacion-917,A,False
918,9,Pavones,579.0,https://www.metromadrid.es/es/linea/linea-9#estacion-918,A,False
919,9,Valdebernardo,638.0,https://www.metromadrid.es/es/linea/linea-9#estacion-919,A,False
920,9,Vicálvaro,645.0,https://www.metromadrid.es/es/linea/linea-9#estacion-920,A,False
921,9,San Cipriano,614.0,https://www.metromadrid.es/es/linea/linea-9#estacion-921,A,False
922,9,Puerta de Arganda,596.0,https://www.metromadrid.es/es/linea/linea-9#estacion-922,A,False
924,9,Rivas Urbanizaciones,607.0,https://www.metromadrid.es/es/linea/linea-9#estacion-924,A,False
