line_number,station_name,station_id,url
7,La Rambla,756,https://www.metromadrid.es/es/linea/linea-7#estacion-756
7,Coslada Central,755,https://www.metromadrid.es/es/linea/linea-7#estacion-755
7,Barrio del Puerto,754,https://www.metromadrid.es/es/linea/linea-7#estacion-754
7,Estadio Metropolitano,751,https://www.metromadrid.es/es/linea/linea-7#estacion-751
7,Las Musas,701,https://www.metromadrid.es/es/linea/linea-7#estacion-701
7,San Blas,702,https://www.metromadrid.es/es/linea/linea-7#estacion-702
7,Simancas,703,https://www.metromadrid.es/es/linea/linea-7#estacion-703
7,García Noblejas,704,https://www.metromadrid.es/es/linea/linea-7#estacion-704
7,Ascao,705,https://www.metromadrid.es/es/linea/linea-7#estacion-705
7,Pueblo Nuevo,505,https://www.metromadrid.es/es/linea/linea-7#estacion-505
7,Barrio de la Concepción,707,https://www.metromadrid.es/es/linea/linea-7#estacion-707
7,Parque de las Avenidas,708,https://www.metromadrid.es/es/linea/linea-7#estacion-708
7,Cartagena,709,https://www.metromadrid.es/es/linea/linea-7#estacion-709
7,Avenida de América,411,https://www.metromadrid.es/es/linea/linea-7#estacion-411
7,Gregorio Marañón,711,https://www.metromadrid.es/es/linea/linea-7#estacion-711
7,Alonso Cano,712,https://www.metromadrid.es/es/linea/linea-7#estacion-712
7,Canal,214,https://www.metromadrid.es/es/linea/linea-7#estacion-214
7,Islas Filipinas,714,https://www.metromadrid.es/es/linea/linea-7#estacion-714
7,Guzmán el Bueno,620,https://www.metromadrid.es/es/linea/linea-7#estacion-620
7,Francos Rodríguez,716,https://www.metromadrid.es/es/linea/linea-7#estacion-716
7,Valdezarza,717,https://www.metromadrid.es/es/linea/linea-7#estacion-717
7,Antonio Machado,718,https://www.metromadrid.es/es/linea/linea-7#estacion-718
7,Peñagrande,719,https://www.metromadrid.es/es/linea/linea-7#estacion-719
7,Avenida de la Ilustración,720,https://www.metromadrid.es/es/linea/linea-7#estacion-720
7,Lacoma,721,https://www.metromadrid.es/es/linea/linea-7#estacion-721
7,Arroyofresno,722,https://www.metromadrid.es/es/linea/linea-7#estacion-722
7,Pitis,723,https://www.metromadrid.es/es/linea/linea-7#estacion-723
8,Nuevos Ministerios,618,https://www.metromadrid.es/es/linea/linea-8#estacion-618
8,Colombia,802,https://www.metromadrid.es/es/linea/linea-8#estacion-802
8,Pinar del Rey,803,https://www.metromadrid.es/es/linea/linea-8#estacion-803
8,Mar de Cristal,418,https://www.metromadrid.es/es/linea/linea-8#estacion-418
8,Feria de Madrid,805,https://www.metromadrid.es/es/linea/linea-8#estacion-805
8,Aeropuerto T1-T2-T3,806,https://www.metromadrid.es/es/linea/linea-8#estacion-806
8,Barajas,807,https://www.metromadrid.es/es/linea/linea-8#estacion-807
8,Aeropuerto T4,808,https://www.metromadrid.es/es/linea/linea-8#estacion-808 
9,Paco de Lucía,952,https://www.metromadrid.es/es/linea/linea-9#estacion-952
9,Mirasierra,951,https://www.metromadrid.es/es/linea/linea-9#estacion-951
9,Herrera Oria,901,https://www.metromadrid.es/es/linea/linea-9#estacion-901
9,Barrio del Pilar,902,https://www.metromadrid.es/es/linea/linea-9#estacion-902
9,Ventilla,903,https://www.metromadrid.es/es/linea/linea-9#estacion-903
9,Plaza de Castilla,101,https://www.metromadrid.es/es/linea/linea-9#estacion-101
9,Duque de Pastrana,905,https://www.metromadrid.es/es/linea/linea-9#estacion-905
9,Pío XII,906,https://www.metromadrid.es/es/linea/linea-9#estacion-906
9,Colombia,802,https://www.metromadrid.es/es/linea/linea-9#estacion-802
9,Concha Espina,908,https://www.metromadrid.es/es/linea/linea-9#estacion-908
9,Cruz del Rayo,909,https://www.metromadrid.es/es/linea/linea-9#estacion-909
9,Avenida de América,411,https://www.metromadrid.es/es/linea/linea-9#estacion-411
9,Núñez de Balboa,510,https://www.metromadrid.es/es/linea/linea-9#estacion-510
9,Príncipe de Vergara,204,https://www.metromadrid.es/es/linea/linea-9#estacion-204
9,Ibiza,913,https://www.metromadrid.es/es/linea/linea-9#estacion-913
9,Sainz de Baranda,612,https://www.metromadrid.es/es/linea/linea-9#estacion-612
9,Estrella,915,https://www.metromadrid.es/es/linea/linea-9#estacion-915
9,Vinateros,916,https://www.metromadrid.es/es/linea/linea-9#estacion-916
9,Artilleros,917,https://www.metromadrid.es/es/linea/linea-9#estacion-917
9,Pavones,918,https://www.metromadrid.es/es/linea/linea-9#estacion-918
9,Valdebernardo,919,https://www.metromadrid.es/es/linea/linea-9#estacion-919
9,Vicálvaro,920,https://www.metromadrid.es/es/linea/linea-9#estacion-920
9,San Cipriano,921,https://www.metromadrid.es/es/linea/linea-9#estacion-921
9,Puerta de Arganda,922,https://www.metromadrid.es/es/linea/linea-9#estacion-922
9,Rivas Urbanizaciones,924,https://www.metromadrid.es/es/linea/linea-9#estacion-924
9,Rivas Futura,925,https://www.metromadrid.es/es/linea/linea-9#estacion-925
9,Rivas Vaciamadrid,926,https://www.metromadrid.es/es/linea/linea-9#estacion-926
9,La Poveda,927,https://www.metromadrid.es/es/linea/linea-9#estacion-927
9,Arganda del Rey,928,https://www.metromadrid.es/es/linea/linea-9#estacion-928
 10,Hospital Infanta Sofía,1061,https://www.metromadrid.es/es/linea/linea-10#estacion-1061
10,Reyes Católicos,1060,https://www.metromadrid.es/es/linea/linea-10#estacion-1060
10,Baunatal,1059,https://www.metromadrid.es/es/linea/linea-10#estacion-1059
10,Manuel de Falla,1058,https://www.metromadrid.es/es/linea/linea-10#estacion-1058
10,Marqués de la Valdavia,1057,https://www.metromadrid.es/es/linea/linea-10#estacion-1057
10,La Moraleja,1056,https://www.metromadrid.es/es/linea/linea-10#estacion-1056
10,La Granja,1055,https://www.metromadrid.es/es/linea/linea-10#estacion-1055
10,Ronda de la Comunicación,1054,https://www.metromadrid.es/es/linea/linea-10#estacion-1054
10,Las Tablas,1053,https://www.metromadrid.es/es/linea/linea-10#estacion-1053
10,Montecarmelo,1052,https://www.metromadrid.es/es/linea/linea-10#estacion-1052
10,Tres Olivos,1051,https://www.metromadrid.es/es/linea/linea-10#estacion-1051
10,Fuencarral,1001,https://www.metromadrid.es/es/linea/linea-10#estacion-1001
10,Begoña,1002,https://www.metromadrid.es/es/linea/linea-10#estacion-1002
10,Chamartín,151,https://www.metromadrid.es/es/linea/linea-10#estacion-151
10,Plaza de Castilla,101,https://www.metromadrid.es/es/linea/linea-10#estacion-101
10,Cuzco,1005,https://www.metromadrid.es/es/linea/linea-10#estacion-1005
10,Santiago Bernabéu,1006,https://www.metromadrid.es/es/linea/linea-10#estacion-1006
10,Nuevos Ministerios,618,https://www.metromadrid.es/es/linea/linea-10#estacion-618
10,Gregorio Marañón,711,https://www.metromadrid.es/es/linea/linea-10#estacion-711
10,Alonso Martínez,404,https://www.metromadrid.es/es/linea/linea-10#estacion-404
10,Tribunal,110,https://www.metromadrid.es/es/linea/linea-10#estacion-110
10,Plaza de España,308,https://www.metromadrid.es/es/linea/linea-10#estacion-308
10,Príncipe Pío,625,https://www.metromadrid.es/es/linea/linea-10#estacion-625
10,Lago,1013,https://www.metromadrid.es/es/linea/linea-10#estacion-1013
10,Batán,1014,https://www.metromadrid.es/es/linea/linea-10#estacion-1014
10,Casa de Campo,530,https://www.metromadrid.es/es/linea/linea-10#estacion-530
10,Colonia Jardín,1016,https://www.metromadrid.es/es/linea/linea-10#estacion-1016
10,Aviación Española,1018,https://www.metromadrid.es/es/linea/linea-10#estacion-1018
10,Cuatro Vientos,1019,https://www.metromadrid.es/es/linea/linea-10#estacion-1019
10,Joaquín Vilumbrales,1020,https://www.metromadrid.es/es/linea/linea-10#estacion-1020
10,Puerta del Sur,1021,https://www.metromadrid.es/es/linea/linea-10#estacion-1021
11,Plaza Elíptica,605,https://www.metromadrid.es/es/linea/linea-11#estacion-605
11,Abrantes,1102,https://www.metromadrid.es/es/linea/linea-11#estacion-1102
11,Pan Bendito,1103,https://www.metromadrid.es/es/linea/linea-11#estacion-1103
11,San Francisco,1104,https://www.metromadrid.es/es/linea/linea-11#estacion-1104
